Frequency (Hz),Magnitude (Log Mag dB)
108258259,-105.1033333
108608609,-106.8303333
108958960,-107.214
109309310,-106.8303333
109659660,-106.2546667
110010011,-105.871
110360361,-106.0626667
110710711,-107.9813333
111061062,-106.6386667
111411412,-105.1033333
111761762,-105.679
112112113,-103.5686667
112462463,-105.1033333
112812813,-103.796
113163164,-103.6043333
113513514,-103.2206667
113863865,-105.331
114214215,-104.372
114564565,-103.6046667
114914916,-105.7146667
115265266,-106.2906667
115615616,-105.5233333
115965967,-104.7556667
116316317,-106.2906667
116666667,-107.442
117017018,-105.523
117367368,-106.4826667
117717718,-107.8253333
118068069,-105.5233333
118418419,-104.7556667
118768769,-101.11
119119120,-99.95866667
119469470,-99.95833333
119819820,-102.6446667
120170171,-103.6043333
120520521,-102.2613333
120870872,-103.6043333
121221222,-102.837
121571572,-103.6043333
121921923,-102.6806667
122272273,-103.2566667
122622623,-104.6
122972974,-105.559
123323324,-105.9426667
123673674,-104.7913333
124024025,-103.2563333
124374375,-105.559
124724725,-105.1753333
125075076,-106.7103333
125425426,-107.478
125775776,-108.2456667
126126127,-104.9833333
126476477,-104.9833333
126826827,-105.751
127177178,-104.7916667
127527528,-106.9023333
127877879,-105.9426667
128228229,-104.9833333
128578579,-104.024
128928930,-104.7916667
129279280,-103.4483333
129629630,-103.4483333
129979981,-103.2566667
130330331,-100.762
130680681,-100.3783333
131031032,-101.7573333
131381382,-102.525
131731732,-103.2923333
132082083,-103.8683333
132432433,-107.13
132782783,-104.2516667
133133134,-103.8683333
133483484,-103.4846667
133833834,-106.3623333
134184185,-107.13
134534535,-105.9786667
134884885,-105.595
135235236,-106.7463333
135585586,-107.706
135935937,-104.252
136286287,-104.8273333
136636637,-104.4436667
136986988,-104.8276667
137337338,-100.798
137687688,-103.6763333
138038039,-105.0193333
138388389,-104.06
138738739,-104.6356667
139089090,-105.0196667
139439440,-104.2523333
139789790,-105.211
140140141,-105.823
140490491,-105.8233333
140840841,-107.7416667
141191192,-107.166
141541542,-106.2066667
141891892,-106.9743333
142242243,-106.9743333
142592593,-107.166
142942944,-105.787
143293294,-107.322
143643644,-106.9383333
143993995,-106.9383333
144344345,-106.1706667
144694695,-105.9786667
145045046,-104.4436667
145395396,-106.902
145745746,-102.489
146096097,-104.2156667
146446447,-104.9836667
146796797,-104.9833333
147147148,-106.1346667
147497498,-107.4776667
147847848,-105.3313333
148198199,-106.0986667
148548549,-107.634
148898899,-107.826
149249250,-107.6336667
149599600,-106.4826667
149949951,-106.2906667
150300301,-107.406
150650651,-107.214
151001002,-107.598
151351352,-107.7896667
151701702,-106.4466667
152052053,-106.6383333
152402403,-107.5976667
152752753,-106.6023333
153103104,-106.0266667
153453454,-106.2186667
153803804,-104.8756667
154154155,-104.684
154504505,-103.916
154854855,-104.6836667
155205206,-105.607
155555556,-105.799
155905906,-107.91
156256257,-106.5663333
156606607,-107.334
156956958,-106.3746667
157307308,-107.526
157657658,-107.9096667
158008009,-106.7223333
158358359,-107.4896667
158708709,-106.5306667
159059060,-107.1063333
159409410,-108.0656667
159759760,-106.9143333
160110111,-107.298
160460461,-107.262
160810811,-106.8786667
161161162,-103.808
161511512,-105.5353333
161861862,-97.86
162212213,-97.668
162562563,-105.5353333
162912913,-107.0343333
163263264,-107.2263333
163613614,-106.4583333
163963964,-106.6503333
164314315,-105.691
164664665,-106.8423333
165015016,-107.9936667
165365366,-107.3823333
165715716,-106.4226667
166066067,-105.655
166416417,-105.847
166766767,-103.1606667
167117118,-106.9983333
167467468,-106.6143333
167817818,-107.3463333
168168169,-106.3866667
168518519,-106.5786667
168868869,-107.1543333
169219220,-106.1946667
169569570,-106.3863333
169919920,-104.2756667
170270271,-101.1696667
170620621,-102.129
170970971,-103.4723333
171321322,-106.3506667
171671672,-107.3103333
172022023,-104.24
172372373,-106.9263333
172722723,-104.204
173073074,-104.7796667
173423424,-105.931
173773774,-105.3553333
174124125,-107.274
174474475,-106.1226667
174824825,-107.466
175175176,-106.8903333
175525526,-107.238
175875876,-106.4706667
176226227,-107.0463333
176576577,-107.238
176926927,-105.3193333
177277278,-104.9353333
177627628,-105.511
177977978,-106.0506667
178328329,-106.0506667
178678679,-105.091
179029030,-106.8183333
179379380,-105.859
179729730,-107.202
180080081,-106.4343333
180430431,-106.0146667
180780781,-106.3986667
181131132,-105.4393333
181481482,-104.48
181831832,-105.0553333
182182183,-106.2066667
182532533,-106.5903333
182882883,-105.2113333
183233234,-106.1706667
183583584,-105.4033333
183933934,-105.7873333
184284285,-106.5543333
184634635,-105.595
184984985,-105.595
185335336,-105.3673333
185685686,-105.1753333
186036037,-104.4076667
186386387,-104.7913333
186736737,-105.9426667
187087088,-104.5993333
187437438,-105.559
187787788,-105.1396667
188138139,-105.523
